id,text,card_name,card_family,doc_type,scheme_name,reward_type,valid_period,issuer,source
國泰cube卡_scheme_趣旅行,國泰CUBE卡權益方案「趣旅行」：海外實體消費、日本指定遊樂園、指定國內外交通、指定航空公司、飯店住宿、旅遊/訂房平台、國內旅行社等旅遊相關通路，依權益分級享 2%~3.3% 小樹點(信用卡)回饋；特約商店分期付款（含提前結清）僅回饋一般消費0.3%。（適用期間：2025/07/01-2025/12/31） 指定通路包含：指定海外消費：海外實體消費(含國外餐飲、飯店到店付款等)；日本指定遊樂園：東京迪士尼樂園、東京華納兄弟哈利波特影城、大阪環球影城(USJ)；指定國內外交通：Apple錢包指定交通卡(SUICA、PASMO、ICOCA)、Uber、Grab、台灣高鐵、yoxi、台灣大車隊、iRent、和運租車、格上租車；指定航空公司：中華航空、長榮航空、星宇航空、台灣虎航、國泰航空、樂桃航空、阿聯酋航空、酷航、捷星航空、日本航空、ANA全日空、亞洲航空、聯合航空、新加坡航空、越捷航空、大韓航空、達美航空、土耳其航空、卡達航空、法國航空；指定飯店住宿：國內飯店住宿、星野集團、全球迪士尼飯店、東橫INN；指定旅遊/訂房平台：KKday、Agoda、Klook、Airbnb、Booking.com、Trip.com；指定旅行社：ezTravel易遊網、雄獅旅遊、可樂旅遊、東南旅遊、五福旅遊、燦星旅遊、山富旅遊、長汎假期、鳳凰旅行社、Ezfly易飛網、理想旅遊、永利旅行社、三賀旅行社。,國泰CUBE卡,國泰CUBE卡,benefit_scheme,趣旅行,points,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰cube卡_scheme_集精選,國泰CUBE卡權益方案「集精選」：量販超市、指定加油、指定超商、生活家居等指定品牌通路，依權益分級回饋固定為2% 小樹點(信用卡)；特約商店分期付款（含提前結清）僅回饋一般消費0.3%。（適用期間：2025/07/01-2025/12/31） 指定通路包含：量販超市：家樂福、LOPIA台灣、全聯福利中心(不含大全聯)；指定加油：台灣中油-直營站；指定超商：7-ELEVEN (7-11) 實體門市、全家便利商店；生活家居：IKEA宜家家居。,國泰CUBE卡,國泰CUBE卡,benefit_scheme,集精選,points,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰蝦皮購物聯名卡_scheme_蝦皮全站回饋,國泰蝦皮購物聯名卡權益方案「蝦皮全站回饋」：蝦皮購物最高 4%（站外 0.5%）＋ 指定期間最高可達 10%。（適用期間：至 2025/12/31）,國泰蝦皮購物聯名卡,國泰蝦皮購物聯名卡,benefit_scheme,蝦皮全站回饋,other,至 2025/12/31,國泰世華銀行,國泰蝦皮聯名卡.md
國泰蝦皮購物聯名卡_scheme_免運券回饋,"國泰蝦皮購物聯名卡權益方案「免運券回饋」：每月 5 筆或累積 NT$5,000 一般消費 → 次月享 1 張免運券（適用期間：至 2025/12/31）",國泰蝦皮購物聯名卡,國泰蝦皮購物聯名卡,benefit_scheme,免運券回饋,mixed,至 2025/12/31,國泰世華銀行,國泰蝦皮聯名卡.md
國泰蝦皮購物聯名卡_scheme_海外消費免手續費,國泰蝦皮購物聯名卡權益方案「海外消費免手續費」：海外一般消費免手續費 + 計入站外回饋（適用期間：至 2025/12/31）,國泰蝦皮購物聯名卡,國泰蝦皮購物聯名卡,benefit_scheme,海外消費免手續費,other,至 2025/12/31,國泰世華銀行,國泰蝦皮聯名卡.md
國泰蝦皮購物聯名卡_scheme_12/12全站折扣（限一天）,國泰蝦皮購物聯名卡權益方案「12/12 全站折扣（限一天）」：蝦皮全站最高 7 折折扣，分級門檻＋限量（適用期間：2025/12/12）,國泰蝦皮購物聯名卡,國泰蝦皮購物聯名卡,benefit_scheme,12/12 全站折扣（限一天）,other,2025/12/12,國泰世華銀行,國泰蝦皮聯名卡.md
國泰世華世界卡_scheme_好處1_頂級美饌2人5折起優惠,國泰世華世界卡權益方案「好處1：頂級美饌 2 人 5 折起優惠」：全台多家五星飯店餐廳享 2 人 5 折起與 75 折優惠，適用高單價 fine dining、自助餐與頂級餐廳。,國泰世華世界卡,國泰世華世界卡,benefit_scheme,好處1：頂級美饌 2 人 5 折起優惠,points,,國泰世華銀行,國泰世界卡.md
國泰世華世界卡_scheme_好處2_機場接送,國泰世華世界卡權益方案「好處2：機場接送」：符合財富管理鑽石 VIP 或世界卡年度一般消費門檻，可享指定區域免費國際線單趟機場接或送服務。,國泰世華世界卡,國泰世華世界卡,benefit_scheme,好處2：機場接送,other,,國泰世華銀行,國泰世界卡.md
國泰世華世界卡_scheme_好處2_leoràno奢華旅遊私人俱樂部,國泰世華世界卡權益方案「好處2：Le Oràno 奢華旅遊私人俱樂部」：世界卡卡友可免費獲得一年 Le Oràno Club 會籍（價值 USD 300），享全球頂級酒店與高端旅遊服務禮遇。（適用期間：2025/01/01-2025/12/31）,國泰世華世界卡,國泰世華世界卡,benefit_scheme,好處2：Le Oràno 奢華旅遊私人俱樂部,other,2025/01/01-2025/12/31,國泰世華銀行,國泰世界卡.md
國泰世華世界卡_scheme_好處3_全球機場貴賓室,國泰世華世界卡權益方案「好處3：全球機場貴賓室」：達指定新增消費門檻，可免費使用桃園、松山環亞機場貴賓室及全球約 1600 間龍騰卡機場貴賓室，每戶年度上限 8 次。（適用期間：2025/01/01-2025/12/31）,國泰世華世界卡,國泰世華世界卡,benefit_scheme,好處3：全球機場貴賓室,other,2025/01/01-2025/12/31,國泰世華銀行,國泰世界卡.md
國泰世華世界卡_scheme_好處4_funnow最高5折優惠,國泰世華世界卡權益方案「好處4：FunNow 最高 5 折優惠」：透過「國泰世華世界卡 x FunNow 活動網頁」預訂指定商品，輸入優惠碼並以世界卡結帳，可享日本餐廳 5 折/85 折、露營 75 折等優惠。（適用期間：即日起-2025/12/31）,國泰世華世界卡,國泰世華世界卡,benefit_scheme,好處4：FunNow 最高 5 折優惠,miles,即日起-2025/12/31,國泰世華銀行,國泰世界卡.md
國泰亞洲萬里通聯名卡_scheme_好處1_一般消費筆筆累積亞洲萬里通里數,國泰亞洲萬里通聯名卡權益方案「好處1：一般消費筆筆累積亞洲萬里通里數」：所有等級的國泰亞洲萬里通聯名卡，一般消費與指定通路消費皆可累積亞洲萬里通里數，並有哩程加速器指定通路。（適用期間：一般消費里程累積期間：2025/01/01-2025/12/31；哩程加速器指定通路期間：2025/01/01-2025/11/30（若未公告調整，既有優惠延用至新權益上線前一日））,國泰亞洲萬里通聯名卡,國泰亞洲萬里通聯名卡,benefit_scheme,好處1：一般消費筆筆累積亞洲萬里通里數,miles,一般消費里程累積期間：2025/01/01-2025/12/31；哩程加速器指定通路期間：2025/01/01-2025/11/30（若未公告調整，既有優惠延用至新權益上線前一日）,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡_scheme_好處2_優先兌換獎勵機票,國泰亞洲萬里通聯名卡權益方案「好處2：優先兌換獎勵機票」：持卡人可享精選折扣獎勵機票 2 天前優先兌換權。（適用期間：2025/01/01-2025/12/31）,國泰亞洲萬里通聯名卡,國泰亞洲萬里通聯名卡,benefit_scheme,好處2：優先兌換獎勵機票,miles,2025/01/01-2025/12/31,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡_scheme_好處3_全球機場貴賓室禮遇,國泰亞洲萬里通聯名卡權益方案「好處3：全球機場貴賓室禮遇」：世界卡享一年免費 6 次機場貴賓室，其他等級享優惠價 NT$850 起使用全球 1600+ 間龍騰貴賓室。（適用期間：2025/01/01-2025/12/31）,國泰亞洲萬里通聯名卡,國泰亞洲萬里通聯名卡,benefit_scheme,好處3：全球機場貴賓室禮遇,miles,2025/01/01-2025/12/31,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡_scheme_好處4_海外網路漫遊優惠,國泰亞洲萬里通聯名卡權益方案「好處4：海外網路漫遊優惠」：依卡別不同，可享免費或折扣的 Wi-Fi 機與 SIM 卡漫遊方案。（適用期間：2025/01/01-2025/12/31）,國泰亞洲萬里通聯名卡,國泰亞洲萬里通聯名卡,benefit_scheme,好處4：海外網路漫遊優惠,miles,2025/01/01-2025/12/31,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰cube卡_profile,"國泰世華銀行發行的「國泰CUBE卡」基本資料：正卡年費 NT$1,800。申辦資格包含：成年人且年收入達 NT$200,000 可申請正卡。適合族群例如：社會新鮮人；多通路消費族群；想要自由切換回饋方案的族群。卡片定位：彈性切換權益方案、適合日常生活通路多元的消費者。",國泰CUBE卡,一般回饋卡,credit_card_profile,,points,,國泰世華銀行,補充資料.txt
國泰蝦皮購物聯名卡_profile,"國泰世華銀行發行的「國泰蝦皮購物聯名卡」基本資料：正卡年費 NT$1,800。申辦資格包含：現職滿一年且年收入達 NT$200,000；申請人須為成年人；無提供附卡申辦。適合族群例如：蝦皮重度消費者；電商常購族；蝦幣使用頻繁者；使用蝦皮店到店者；雙11、雙12常購族；每月固定 5,000 消費族群；信用紀律良好者；年輕族群；網購多於實體生活者。",國泰蝦皮購物聯名卡,國泰蝦皮購物聯名卡,credit_card_profile,,mixed,,國泰世華銀行,國泰蝦皮聯名卡.md
國泰世華世界卡_profile,"國泰世華銀行發行的「國泰世華世界卡」基本資料：正卡年費 NT$20,000，附卡附卡免年費。申辦資格包含：年滿 18 歲、現職滿一年且年收入達 NT$2,000,000。適合族群例如：年收入超過 200 萬的高收入族群；商務人士、差旅族：機場接送、貴賓室、旅平險需求高；旅遊玩家：重視旅行與住宿禮遇；Fine dining / 米其林 / 自助餐常客：餐飲 5 折、75 折常用得到；家庭族群：家庭聚餐、飯店住宿、旅遊需求多；高爾夫族：球場預約與優惠能直接回本；喜歡高品質生活者：願意用高年費換高等級服務。卡片定位：高端頂級卡，以四大面向（美饌饗宴、高爾夫運動、飯店住宿、旅遊交通）提供高品質生活與旅遊禮遇。",國泰世華世界卡,國泰世華世界卡,credit_card_profile,,privilege,,國泰世華銀行,國泰世界卡.md
國泰亞洲萬里通聯名卡世界卡_profile,"國泰世華銀行發行的「國泰亞洲萬里通聯名卡世界卡」基本資料：正卡年費 NT$8,000，附卡附卡免年費。年費減免條件：無免年費條件。申辦資格包含：年滿 18 歲、現職需滿一年、年收入達 NT$2,000,000。適合族群例如：常出國／差旅者，重視哩程回饋與機場／旅遊禮遇；長期累積里程、用哩程換機票／飯店／旅遊體驗的人；想將高額日常消費轉換為哩程的高收入族群。",國泰亞洲萬里通聯名卡世界卡,國泰亞洲萬里通聯名卡,credit_card_profile,,miles,,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡鈦金商務卡_profile,"國泰世華銀行發行的「國泰亞洲萬里通聯名卡鈦金商務卡」基本資料：正卡年費 NT$1,800，附卡附卡免年費。年費減免條件：無免年費條件。申辦資格包含：年滿 18 歲、現職需滿一年、年收入達 NT$600,000。適合族群例如：有固定收入且常出差／旅遊的上班族或中高階主管；想用中等年費門檻累積里程與享有部分旅遊禮遇的人。",國泰亞洲萬里通聯名卡鈦金商務卡,國泰亞洲萬里通聯名卡,credit_card_profile,,miles,,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡白金卡_profile,"國泰世華銀行發行的「國泰亞洲萬里通聯名卡白金卡」基本資料：正卡年費 NT$588，附卡附卡免年費。年費減免條件：無免年費條件。申辦資格包含：年滿 18 歲、現職需滿一年、年收入達 NT$200,000。適合族群例如：偶爾旅遊＋平日消費混合者；想用低年費開始累積亞洲萬里通里程的人。",國泰亞洲萬里通聯名卡白金卡,國泰亞洲萬里通聯名卡,credit_card_profile,,miles,,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡里享卡_profile,"國泰世華銀行發行的「國泰亞洲萬里通聯名卡里享卡」基本資料：正卡年費 NT$288，附卡附卡免年費。年費減免條件：無免年費條件。申辦資格包含：年滿 18 歲、現職需滿一年、年收入達 NT$200,000。適合族群例如：剛開始累積哩程的族群；日常小額消費也想慢慢累積里程的人。",國泰亞洲萬里通聯名卡里享卡,國泰亞洲萬里通聯名卡,credit_card_profile,,miles,,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰cube卡_global_rule_權益分級,國泰CUBE卡「權益分級」：Level 1 指定消費2%，Level 2 指定消費3%，Level 3 指定消費3.3%，一般消費0.3%。 條件包含：持有 CUBE 正卡；持有 CUBE 正卡，且以本行帳戶設定自動扣繳或使用 CUBE App 繳納本人本行信用卡費；持有 CUBE 正卡，且為本行財富管理貴賓。（適用期間：2025/07/01-2025/12/31） 備註：集精選方案於各等級回饋皆為2%。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_權益適用期間與方案切換,國泰CUBE卡「權益適用期間與方案切換」：CUBE卡權益如未另行敘明，適用期間為2025/7/1~2025/12/31。CUBE卡權益方案2025/12/31前享天天免費變更方案，每正卡人每日限變更一次，附卡適用方案依正卡持卡人設定為準。方案設定自當日零時起之消費即依當次變更後之方案計算回饋。 條件包含：每位正卡持卡人每日最多變更1次方案；以本行系統紀錄之日期為準，自當日零時起之消費依新方案計算回饋。（適用期間：2025/07/01-2025/12/31）,國泰CUBE卡,國泰CUBE卡,global_rule,,other,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_一般消費與分期回饋,國泰CUBE卡「一般消費與分期回饋」：一般消費享0.3%小樹點(信用卡)回饋。自2024/2/1起於特約商店分期付款消費（含提前結清），僅適用一般消費0.3%回饋。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_回饋認定與跨境交易,國泰CUBE卡「回饋認定與跨境交易」：消費回饋認定依本行系統為主。特約商店所在地登記為國外或交易/退款幣別非新臺幣者，須收取國外交易手續費，相關費用依信用卡約定條款第十六條國外交易授權結匯辦理。網頁以 tw 為網域名稱或於我國設有分公司者，並非當然屬於國內特約商店。 備註：持卡人仍須自行留意是否為跨境交易。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_小樹點與優惠券,國泰CUBE卡「小樹點與優惠券」：小樹點(信用卡)價值為每1點等值新台幣1元，可折抵消費或兌換商品，各折抵/兌換通路使用規則依各活動網頁或合作商店公告為準。參加CUBE App優惠券活動需於活動期間登入並完成領取，回饋計算自領取日(含)後之新增消費起算。 備註：CUBE卡點數回饋明細僅顯示權益方案回饋，不含其他活動或國泰優惠。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_權益等級與回饋對應,國泰CUBE卡「權益等級與回饋對應」：CUBE卡分為Level 1、Level 2、Level 3三級。玩數位、樂饗購、趣旅行方案之指定消費回饋為：L1=2%、L2=3%、L3=3.3%；集精選方案於各等級皆為2%。一般消費一律為0.3%。 條件包含：持有CUBE正卡；持有CUBE正卡，且以本行本人帳戶設定自動扣繳本人本行信用卡費，或使用CUBE App以本行本人帳戶繳納本人本行信用卡費，條件達成後次月起升級；持有CUBE正卡，且成為本行財富管理貴賓(往來資產達指定門檻)，資格生效次月起升級。（適用期間：2025/07/01-2025/12/31） 備註：若未持續符合升級條件，次月起將依最近一次符合條件之等級調整為Level 1或Level 2；實際認定依銀行系統為準。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_權益等級生效與升降級時間點,國泰CUBE卡「權益等級生效與升降級時間點」：持卡人於當月符合權益升級條件者，將於次月第一天起適用該等級之權益回饋；未持續符合條件時，自次月起自動調整為對應之等級。升級與降級皆以本行系統資料為準。 條件包含：本月達成條件，次月第一天起生效，計算當月所有指定消費回饋；本月未達條件，次月起降回上一等級或Level 1。（適用期間：2025/07/01-2025/12/31） 備註：實際升降級日及適用期間可於CUBE App中查詢，若有疑義以銀行系統紀錄為準。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_指定消費金額上限,"國泰CUBE卡「指定消費金額上限」：每一帳單週期內，持卡人可享有各權益方案指定消費加碼回饋之指定消費金額上限，為持卡人當月CUBE卡有效永久信用額度加計新臺幣500,000元；超過部分之消費僅享一般消費0.3%回饋。 條件包含：加碼回饋適用之指定消費金額上限 = 當月有效永久額度 + NT$500,000；超出上限之指定消費，不再適用2%/3%/3.3%等級回饋，僅享一般消費0.3%回饋。（適用期間：2025/01/01-） 備註：實際上限金額以每月帳單週期內之有效永久額度計算，若持卡人調整額度則上限亦隨之變動。",國泰CUBE卡,國泰CUBE卡,global_rule,,other,2025/01/01-,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_分期付款回饋規則,國泰CUBE卡「分期付款回饋規則」：自2024/2/1起，於CUBE卡各權益方案之指定特約商店辦理分期付款(含提前結清)之消費，均不列入各權益方案之指定消費加碼回饋計算，僅享一般消費0.3%小樹點(信用卡)回饋。 條件包含：含店內分期、線上分期及提前結清分期餘額之交易；不計入玩數位、樂饗購、趣旅行、集精選等方案之指定消費。（適用期間：2024/02/01-） 備註：辦理分期前之原始一般消費亦不追溯調整為指定消費回饋。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,2024/02/01-,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_cube優惠券領取與生效規則,國泰CUBE卡「CUBE優惠券領取與生效規則」：參加CUBE卡優惠券加碼活動，須於活動期間內登入CUBE App之「CUBE優惠券專區」完成領取優惠券，方可享有加碼回饋。回饋計算僅適用於領取日(含)以後且於活動期間內之新增合格消費，逾期恕不補發。 條件包含：未於CUBE App完成領券者，即使於指定通路消費亦不享有優惠券加碼部分；自優惠券領取日(含當日)起之合格消費始列入優惠券加碼回饋；部分活動之加碼須於指定入帳截止日前入帳，逾期入帳之交易不享加碼。 備註：各優惠券活動之適用通路、回饋比例與名額限制依活動頁面公告為準。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_小樹點價值與入帳時間,國泰CUBE卡「小樹點價值與入帳時間」：小樹點(信用卡)為CUBE卡專屬回饋點數，每1點等同新臺幣1元，可用於折抵信用卡消費或兌換商品/票券等。一般及指定消費回饋之小樹點，於消費請款入帳後約次二個營業日內入帳；折抵金或部分活動之點數，則於消費請款入帳後約次三日內折抵或入帳。 條件包含：1點小樹點(信用卡) = NT$1；一般/指定消費回饋點數：請款入帳後約T+2營業日入帳；折抵金或活動回饋：請款入帳後約T+3日入帳或折抵交易金額。 備註：實際入帳時間可能依商店請款日及系統作業日略有差異，請以帳單或CUBE App顯示為準。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_權益方案切換與生效日,國泰CUBE卡「權益方案切換與生效日」：CUBE卡權益方案於2025/12/31前享天天免費變更，每正卡持卡人每日限變更一次。方案設定以本行系統紀錄之日期為準，自當日零時起之所有合格消費，均依當次最後一次變更後之方案計算回饋。 條件包含：每位正卡持卡人每日最多可變更方案1次；於任一日變更方案後，該日零時起之所有消費均依新方案計算回饋；附卡適用方案以正卡持卡人設定為準。（適用期間：2025/07/01-2025/12/31） 備註：若同日內多次嘗試變更方案，僅以銀行系統紀錄成功之最後一次設定為準。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_權益適用對象,國泰CUBE卡「權益適用對象」：CUBE卡權益主要適用於正卡持卡人；附卡持卡人適用之權益方案、回饋比例與設定，均以正卡持卡人於CUBE App設定之方案為準。 條件包含：正卡持卡人可於CUBE App選擇權益方案，並享有升級資格與回饋基礎。；附卡自動套用正卡持卡人設定，不可獨立選擇方案。。（適用期間：2025/07/01-2025/12/31） 備註：部分活動可能限定正卡持卡人，不提供給附卡；依活動公告為準。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,2025/07/01-2025/12/31,國泰世華銀行,cube_benefits.md
國泰cube卡_global_rule_系統異常與活動調整,國泰CUBE卡「系統異常與活動調整」：當因網路、系統或其他不可抗力因素導致交易紀錄、權益設定、回饋計算等出現延遲、錯誤或遺失時，國泰世華銀行不負擔賠償責任。銀行保留修改、變更、停止或終止活動之權利，並以最新公告為準。 條件包含：若因系統或網路異常致資料延遲或錯誤，回饋以銀行最終入帳結果為準。；銀行得隨時調整活動內容，並於網站或CUBE App公告後生效。。 備註：建議持卡人以CUBE App查詢最新權益方案與回饋結果。,國泰CUBE卡,國泰CUBE卡,global_rule,,other,,國泰世華銀行,cube_benefits.md
國泰cube卡_welcome_0,國泰CUBE卡 新戶首刷禮最高500點小樹點(信用卡)：活動期間：2025/10/01-2025/12/31。,國泰CUBE卡,國泰CUBE卡,welcome_offer,,mixed,2025/10/01-2025/12/31,國泰世華銀行,補充資料.txt
國泰蝦皮購物聯名卡_welcome_0,國泰蝦皮購物聯名卡 新卡友首刷禮 100 蝦幣 + 3 張免運券：達成條件：首次申辦蝦皮聯名卡；核卡後 30 日內一般消費累積達 NT$888。回饋內容：shopee_coins: 100、free_shipping_coupons: 3。活動期間：2025/07/01-2025/12/31。,國泰蝦皮購物聯名卡,國泰蝦皮購物聯名卡,welcome_offer,,mixed,2025/07/01-2025/12/31,國泰世華銀行,國泰蝦皮聯名卡.md
國泰世華世界卡_welcome_0,"國泰世華世界卡 首刷禮 5,000 點小樹點(信用卡)：達成條件：首次申辦世界卡正卡並繳交全額年費 NT$20,000。；核卡日後 60 天內，一般消費累積達 NT$150,000。。回饋內容：5,000 點小樹點(信用卡)回饋。活動期間：2025/01/01-2025/12/31。",國泰世華世界卡,國泰世華世界卡,welcome_offer,,mixed,2025/01/01-2025/12/31,國泰世華銀行,國泰世界卡.md
國泰亞洲萬里通聯名卡世界卡_welcome_0,"國泰亞洲萬里通聯名卡世界卡 世界卡首刷禮 10,000 里：達成條件：核卡 60 日內一般消費累積達 NT$10,000；繳交當年度正卡全額年費。回饋內容：10,000 亞洲萬里通里數。活動期間：2025/01/01-2025/12/31。",國泰亞洲萬里通聯名卡世界卡,國泰亞洲萬里通聯名卡,welcome_offer,,mixed,2025/01/01-2025/12/31,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡鈦金商務卡_welcome_0,"國泰亞洲萬里通聯名卡鈦金商務卡 鈦商卡首刷禮 3,000 里：達成條件：核卡 60 日內一般消費累積達 NT$3,000；繳交當年度正卡全額年費。回饋內容：3,000 亞洲萬里通里數。活動期間：2025/01/01-2025/12/31。",國泰亞洲萬里通聯名卡鈦金商務卡,國泰亞洲萬里通聯名卡,welcome_offer,,mixed,2025/01/01-2025/12/31,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡白金卡_welcome_0,國泰亞洲萬里通聯名卡白金卡 白金卡首刷禮 600 里：達成條件：核卡 60 日內一般消費累積達 NT$600；繳交當年度正卡全額年費。回饋內容：600 亞洲萬里通里數。活動期間：2025/01/01-2025/12/31。,國泰亞洲萬里通聯名卡白金卡,國泰亞洲萬里通聯名卡,welcome_offer,,mixed,2025/01/01-2025/12/31,國泰世華銀行,國泰亞洲萬里通聯名卡.md
國泰亞洲萬里通聯名卡里享卡_welcome_0,國泰亞洲萬里通聯名卡里享卡 里享卡首刷禮 200 里：達成條件：核卡 60 日內一般消費累積達 NT$600；繳交當年度正卡全額年費。回饋內容：200 亞洲萬里通里數。活動期間：2025/01/01-2025/12/31。,國泰亞洲萬里通聯名卡里享卡,國泰亞洲萬里通聯名卡,welcome_offer,,mixed,2025/01/01-2025/12/31,國泰世華銀行,國泰亞洲萬里通聯名卡.md